title,authors,year,source,raw
A novel cascaded multi-task method for crop prescription recommendation based on electronic medical record,"Xu, Chang and Zhao, Lei and Wen, Haojie and Zhang, Yiding and Zhang, Lingxian",2024.0,ACM,"{'keywords': 'Cascaded task, Multi-task learning, Crop diseases and pests, Recommender system', 'numpages': '18', 'month': 'April', 'journal': 'Comput. Electron. Agric.', 'doi': '10.1016/j.compag.2024.108790', 'url': 'https://doi.org/10.1016/j.compag.2024.108790', 'issn': '0168-1699', 'number': 'C', 'volume': '219', 'address': 'NLD', 'publisher': 'Elsevier Science Publishers B. V.', 'issue_date': 'Apr 2024', 'year': '2024', 'title': 'A novel cascaded multi-task method for crop prescription recommendation based on electronic medical record', 'author': 'Xu, Chang and Zhao, Lei and Wen, Haojie and Zhang, Yiding and Zhang, Lingxian', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.compag.2024.108790'}"
Patient deep spatio-temporal encoding and medication substructure mapping for safe medication recommendation,"Yang, Haoqin and Liu, Yuandong and Zhang, Longbo and Cai, Hongzhen and Che, Kai and Xing, Linlin",2025.0,ACM,"{'keywords': 'Medication combination recommendation, Data mining, Electronic health record, Block Recurrent Transformer, Graph neural network', 'numpages': '11', 'month': 'April', 'journal': 'J. of Biomedical Informatics', 'doi': '10.1016/j.jbi.2025.104785', 'url': 'https://doi.org/10.1016/j.jbi.2025.104785', 'issn': '1532-0464', 'number': 'C', 'volume': '163', 'address': 'San Diego, CA, USA', 'publisher': 'Elsevier Science', 'issue_date': 'Mar 2025', 'year': '2025', 'title': 'Patient deep spatio-temporal encoding and medication substructure mapping for safe medication recommendation', 'author': 'Yang, Haoqin and Liu, Yuandong and Zhang, Longbo and Cai, Hongzhen and Che, Kai and Xing, Linlin', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.jbi.2025.104785'}"
Safe drug recommendation through forward data imputation and recurrent residual neural network,"Liu, Junping and Wan, Zhiju and Hu, Xinrong and Zhu, Qiang",2024.0,ACM,"{'keywords': 'Drug recommendation, Recurrent residual neural network, Data imputation, Forward filling', 'numpages': '13', 'month': 'August', 'journal': 'Appl. Soft Comput.', 'doi': '10.1016/j.asoc.2024.111723', 'url': 'https://doi.org/10.1016/j.asoc.2024.111723', 'issn': '1568-4946', 'number': 'C', 'volume': '161', 'address': 'NLD', 'publisher': 'Elsevier Science Publishers B. V.', 'issue_date': 'Aug 2024', 'year': '2024', 'title': 'Safe drug recommendation through forward data imputation and recurrent residual neural network', 'author': 'Liu, Junping and Wan, Zhiju and Hu, Xinrong and Zhu, Qiang', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.asoc.2024.111723'}"
LAMRec: Label-aware Multi-view Drug Recommendation,"Tang, Yunsen and Liu, Ning and Yuan, Haitao and Yan, Yonghe and Liu, Lei and Tan, Weixing and Cui, Lizhen",2024.0,ACM,"{'series': ""CIKM '24"", 'location': 'Boise, ID, USA', 'keywords': 'contrastive learning, drug recommendation, label-wise attention', 'numpages': '10', 'pages': '2230–2239', 'booktitle': 'Proceedings of the 33rd ACM International Conference on Information and Knowledge Management', 'abstract': ""The drug recommendation task aims to predict safe and effective drug prescriptions based on the patients' historical electronic health records (EHRs). However, existing drug recommendation models generally have two limitations. First, they neglect the inherent characteristics of multiple views existing in patients' clinical data (e.g., diagnoses and procedures), leading to fragmented and inconsistent patient representations. Second, they do not fully exploit drug label information. Most models do not explicitly establish a mapping relationship between drug labels and patients' historical visits. To address these two problems, we proposed a label-aware multi-view drug recommendation model named LAMRec. In particular, LAMRec uses a cross-attention module to fuse information from the diagnosis and procedure views, and increases the mutual information of patient multi-view representations through multi-view contrastive loss; the label-wise attention mechanism fully explores drug label information by constructing an adaptive mapping of drug-visit to generate personalized representations that are aware of the drug-related visit information. Experiments on three real world medical datasets demonstrated the superiority of LAMRec, with a relative reduction of 5.25% in DDI compared to the optimal baseline, a relative improvement of 4.20% in Jaccard similarity scores, and a relative improvement of 3.10% in F1 scores. We released the code online at: https://github.com/Tyunsen/LAMRec."", 'doi': '10.1145/3627673.3679656', 'url': 'https://doi.org/10.1145/3627673.3679656', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400704369', 'year': '2024', 'title': 'LAMRec: Label-aware Multi-view Drug Recommendation', 'author': 'Tang, Yunsen and Liu, Ning and Yuan, Haitao and Yan, Yonghe and Liu, Lei and Tan, Weixing and Cui, Lizhen', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3627673.3679656'}"
Transformer-based medication recommendation with a multiple graph augmentation strategy,"Li, Xue and Yu, Xiaomei and Liu, Guanlin and Fan, Xingxu and Ge, Fengru and Zhao, Yanjie and Zheng, Xiangwei",2024.0,ACM,"{'keywords': 'Medication recommendation, Electronic health records, Patient representation learning, Drug-drug interaction, Transformer network, Multiple graphs', 'numpages': '13', 'month': 'December', 'journal': 'Expert Syst. Appl.', 'doi': '10.1016/j.eswa.2024.125091', 'url': 'https://doi.org/10.1016/j.eswa.2024.125091', 'issn': '0957-4174', 'number': 'C', 'volume': '257', 'address': 'USA', 'publisher': 'Pergamon Press, Inc.', 'issue_date': 'Dec 2024', 'year': '2024', 'title': 'Transformer-based medication recommendation with a multiple graph augmentation strategy', 'author': 'Li, Xue and Yu, Xiaomei and Liu, Guanlin and Fan, Xingxu and Ge, Fengru and Zhao, Yanjie and Zheng, Xiangwei', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.eswa.2024.125091'}"
ExpDrug: An explainable drug recommendation model based on space feature mapping,"Lu, Xuan and Hao, Yanhong and Peng, Furong and Zhu, Zheqing and Cheng, Zhanwen",2025.0,ACM,"{'keywords': 'Drug recommendation, Explainability, Drug-drug interactions, Electronic health records', 'numpages': '11', 'month': 'February', 'journal': 'Neurocomput.', 'doi': '10.1016/j.neucom.2024.129021', 'url': 'https://doi.org/10.1016/j.neucom.2024.129021', 'issn': '0925-2312', 'number': 'C', 'volume': '619', 'address': 'NLD', 'publisher': 'Elsevier Science Publishers B. V.', 'issue_date': 'Feb 2025', 'year': '2025', 'title': 'ExpDrug: An explainable drug recommendation model based on space feature mapping', 'author': 'Lu, Xuan and Hao, Yanhong and Peng, Furong and Zhu, Zheqing and Cheng, Zhanwen', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.neucom.2024.129021'}"
PROMISE: A pre-trained knowledge-infused multimodal representation learning framework for medication recommendation,"Wu, Jialun and Yu, Xinyao and He, Kai and Gao, Zeyu and Gong, Tieliang",2024.0,ACM,"{'keywords': 'Multimodal learning, Healthcare, Data mining, Medication recommendation', 'numpages': '29', 'month': 'July', 'journal': 'Inf. Process. Manage.', 'doi': '10.1016/j.ipm.2024.103758', 'url': 'https://doi.org/10.1016/j.ipm.2024.103758', 'issn': '0306-4573', 'number': '4', 'volume': '61', 'address': 'USA', 'publisher': 'Pergamon Press, Inc.', 'issue_date': 'Jul 2024', 'year': '2024', 'title': 'PROMISE: A pre-trained knowledge-infused multimodal representation learning framework for medication recommendation', 'author': 'Wu, Jialun and Yu, Xinyao and He, Kai and Gao, Zeyu and Gong, Tieliang', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.ipm.2024.103758'}"
Drug Recommendation Combining Attention Mechanism and Graph Encoder,"Wang, Yonggui and Lu, Bixian",2024.0,ACM,"{'series': ""ICIEAI '23"", 'location': 'Xiamen, China', 'numpages': '6', 'pages': '750–755', 'booktitle': 'Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence', 'abstract': ""Drug recommendation is an vital mission in the field of intelligent healthcare. Since patients often suffer from multiple diseases and the disease status is dynamic, the model must take drug interactions into account when recommending drugs. However, most existing drug recommendation works only rely on patient electronic health records for medical predictions, current methods do not fully exploit the patient information and their interrelationships when constructing patient narratives, resulting in insufficient completeness of patient narratives. They also overlook the future trend of patient's condition changes, resulting in a high rate of DDI in recommended drug combinations. To work around these limitations, this paper proposes a drug recommendation model that combines attention mechanism and graph encoder. Encode different types of medical codes in patient presentations using access level codes and attention systems. At the same time, a drug graph encoder is designed to extract and encode key information based on the structural features of drug molecules. Comparison with current state-of-the-art basic model, the proposed model achieves a large degree of improvement."", 'doi': '10.1145/3660043.3660177', 'url': 'https://doi.org/10.1145/3660043.3660177', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400716157', 'year': '2024', 'title': 'Drug Recommendation Combining Attention Mechanism and Graph Encoder', 'author': 'Wang, Yonggui and Lu, Bixian', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3660043.3660177'}"
Medication Recommendation Based on a Knowledge-enhanced Pre-training Model,"Wang, Mengzhen and Chen, Jianhui and Lin, Shaofu",2022.0,ACM,"{'series': ""WI-IAT '21"", 'location': 'Melbourne, VIC, Australia', 'keywords': 'Electronic medical record, Graph Attention Network, Medication recommendation, Pre-training model', 'numpages': '5', 'pages': '290–294', 'booktitle': 'IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology', 'abstract': 'More and more attention has been paid to electronic medical record (EMR)-based auxiliary diagnosis and treatment, in which medication recommendation is an important research direction. The existing medication recommendation models mainly depend on the data of patients, diagnosis and medications. However, the insufficient amount of clinical data with temporal dependencies becomes a major obstacle. This paper proposes a new knowledge-enhanced pre-training model for medication recommendation. On the one hand, the classification knowledge in diagnostic codes and drug codes is encoded by Graph Attention Network and fused into the clinical data for expanding the data content. On the other hand, a large number of single visit data of EMR are used to create the pre-trained visit model by a modified BERT for expanding the data scale. The experimental results on EMR data from more than 2,000 medical and health institutions in Hainan, China show that the fusion of classification knowledge and pre-training model can effectively improve the accuracy of medication recommendation.', 'doi': '10.1145/3498851.3498968', 'url': 'https://doi.org/10.1145/3498851.3498968', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450391870', 'year': '2022', 'title': 'Medication Recommendation Based on a Knowledge-enhanced Pre-training Model', 'author': 'Wang, Mengzhen and Chen, Jianhui and Lin, Shaofu', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3498851.3498968'}"
Knowledge enhanced attention aggregation network for medicine recommendation,"Wei, Jiedong and Zhang, Yijia and Li, Xingwang and Lu, Mingyu and Lin, Hongfei",2024.0,ACM,"{'keywords': 'Medicine recommendation, Attention aggregation network, Drug–drug interactions, Graph convolution', 'numpages': '9', 'month': 'August', 'journal': 'Comput. Biol. Chem.', 'doi': '10.1016/j.compbiolchem.2024.108099', 'url': 'https://doi.org/10.1016/j.compbiolchem.2024.108099', 'issn': '1476-9271', 'number': 'C', 'volume': '111', 'address': 'NLD', 'publisher': 'Elsevier Science Publishers B. V.', 'issue_date': 'Aug 2024', 'year': '2024', 'title': 'Knowledge enhanced attention aggregation network for medicine recommendation', 'author': 'Wei, Jiedong and Zhang, Yijia and Li, Xingwang and Lu, Mingyu and Lin, Hongfei', 'ENTRYTYPE': 'article', 'ID': '10.1016/j.compbiolchem.2024.108099'}"
