title,authors,year,source,raw
"Development and Validation of a Deep-Learning Model for Differential
Treatment Benefit Prediction for Adults with Major Depressive Disorder
Deployed in the Artificial Intelligence in Depression Medication Enhancement
{(AIDME)} Study","David Benrimoh and
Caitrin Armstrong and
Joseph Mehltretter and
Robert Fratila and
Kelly Perlman and
Sonia Israel and
Adam Kapelner and
Sagar V. Parikh and
Jordan F. Karp and
Katherine A. Heller and
Gustavo Turecki",2024,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2406-04993.bib', 'timestamp': 'Wed, 16 Oct 2024 01:00:00 +0200', 'eprint': '2406.04993', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2406.04993', 'url': 'https://doi.org/10.48550/arXiv.2406.04993', 'year': '2024', 'volume': 'abs/2406.04993', 'journal': 'CoRR', 'title': 'Development and Validation of a Deep-Learning Model for Differential\nTreatment Benefit Prediction for Adults with Major Depressive Disorder\nDeployed in the Artificial Intelligence in Depression Medication Enhancement\n{(AIDME)} Study', 'author': 'David Benrimoh and\nCaitrin Armstrong and\nJoseph Mehltretter and\nRobert Fratila and\nKelly Perlman and\nSonia Israel and\nAdam Kapelner and\nSagar V. Parikh and\nJordan F. Karp and\nKatherine A. Heller and\nGustavo Turecki', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2406-04993'}"
"Causal prediction models for medication safety monitoring: The diagnosis
of vancomycin-induced acute kidney injury","Izak A. R. Yasrebi{-}de Kom and
Joanna E. Klopotowska and
Dave Dongelmans and
Nicolette de Keizer and
Kitty J. Jager and
Ameen Abu{-}Hanna and
Giovanni Cin{\`{a}}",2023,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2311-09137.bib', 'timestamp': 'Sun, 06 Oct 2024 01:00:00 +0200', 'eprint': '2311.09137', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2311.09137', 'url': 'https://doi.org/10.48550/arXiv.2311.09137', 'year': '2023', 'volume': 'abs/2311.09137', 'journal': 'CoRR', 'title': 'Causal prediction models for medication safety monitoring: The diagnosis\nof vancomycin-induced acute kidney injury', 'author': 'Izak A. R. Yasrebi{-}de Kom and\nJoanna E. Klopotowska and\nDave Dongelmans and\nNicolette de Keizer and\nKitty J. Jager and\nAmeen Abu{-}Hanna and\nGiovanni Cin{\\`{a}}', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2311-09137'}"
"KnowAugNet: Multi-Source Medical Knowledge Augmented Medication Prediction
Network with Multi-Level Graph Contrastive Learning","Yang An and
Bo Jin and
Xiaopeng Wei",2022,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2204-11736.bib', 'timestamp': 'Thu, 28 Apr 2022 01:00:00 +0200', 'eprint': '2204.11736', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2204.11736', 'url': 'https://doi.org/10.48550/arXiv.2204.11736', 'year': '2022', 'volume': 'abs/2204.11736', 'journal': 'CoRR', 'title': 'KnowAugNet: Multi-Source Medical Knowledge Augmented Medication Prediction\nNetwork with Multi-Level Graph Contrastive Learning', 'author': 'Yang An and\nBo Jin and\nXiaopeng Wei', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2204-11736'}"
"Remote Medication Status Prediction for Individuals with Parkinson's
Disease using Time-series Data from Smartphones","Weijian Li and
Wei Zhu and
Earl Ray Dorsey and
Jiebo Luo",2022,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2207-13700.bib', 'timestamp': 'Tue, 03 Dec 2024 00:00:00 +0100', 'eprint': '2207.13700', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2207.13700', 'url': 'https://doi.org/10.48550/arXiv.2207.13700', 'year': '2022', 'volume': 'abs/2207.13700', 'journal': 'CoRR', 'title': ""Remote Medication Status Prediction for Individuals with Parkinson's\nDisease using Time-series Data from Smartphones"", 'author': 'Weijian Li and\nWei Zhu and\nEarl Ray Dorsey and\nJiebo Luo', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2207-13700'}"
"Comparison of pharmacist evaluation of medication orders with predictions
of a machine learning model","Sophie{-}Camille Hogue and
Flora Chen and
Genevi{\`{e}}ve Brassard and
Denis Lebel and
Jean{-}Fran{\c{c}}ois Bussi{\`{e}}res and
Audrey Durand and
Maxime Thibault",2020,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2011-01925.bib', 'timestamp': 'Fri, 06 Nov 2020 00:00:00 +0100', 'eprint': '2011.01925', 'eprinttype': 'arXiv', 'url': 'https://arxiv.org/abs/2011.01925', 'year': '2020', 'volume': 'abs/2011.01925', 'journal': 'CoRR', 'title': 'Comparison of pharmacist evaluation of medication orders with predictions\nof a machine learning model', 'author': 'Sophie{-}Camille Hogue and\nFlora Chen and\nGenevi{\\`{e}}ve Brassard and\nDenis Lebel and\nJean{-}Fran{\\c{c}}ois Bussi{\\`{e}}res and\nAudrey Durand and\nMaxime Thibault', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2011-01925'}"
"Collaborative residual learners for automatic icd10 prediction using
prescribed medications","Yassien Shaalan and
Alexander Dokumentov and
Piyapong Khumrin and
Krit Khwanngern and
Anawat Wisetborisu and
Thanakom Hatsadeang and
Nattapat Karaket and
Witthawin Achariyaviriya and
Sansanee Auephanwiriyakul and
Nipon Theera{-}Umpon and
Terence Siganakis",2020,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2012-11327.bib', 'timestamp': 'Mon, 04 Jan 2021 00:00:00 +0100', 'eprint': '2012.11327', 'eprinttype': 'arXiv', 'url': 'https://arxiv.org/abs/2012.11327', 'year': '2020', 'volume': 'abs/2012.11327', 'journal': 'CoRR', 'title': 'Collaborative residual learners for automatic icd10 prediction using\nprescribed medications', 'author': 'Yassien Shaalan and\nAlexander Dokumentov and\nPiyapong Khumrin and\nKrit Khwanngern and\nAnawat Wisetborisu and\nThanakom Hatsadeang and\nNattapat Karaket and\nWitthawin Achariyaviriya and\nSansanee Auephanwiriyakul and\nNipon Theera{-}Umpon and\nTerence Siganakis', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2012-11327'}"
"Drug-drug interaction prediction based on co-medication patterns and
graph matching","Wen{-}Hao Chiang and
Li Shen and
Lang Li and
Xia Ning",2019,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-1902-08675.bib', 'timestamp': 'Tue, 22 Oct 2019 01:00:00 +0200', 'eprint': '1902.08675', 'eprinttype': 'arXiv', 'url': 'http://arxiv.org/abs/1902.08675', 'year': '2019', 'volume': 'abs/1902.08675', 'journal': 'CoRR', 'title': 'Drug-drug interaction prediction based on co-medication patterns and\ngraph matching', 'author': 'Wen{-}Hao Chiang and\nLi Shen and\nLang Li and\nXia Ning', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-1902-08675'}"
"AlgoRxplorers {\(\vert\)} Precision in Mutation: Enhancing Drug Design
with Advanced Protein Stability Prediction Tools","Karishma Thakrar and
Jiangqin Ma and
Max Diamond and
Akash Patel",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2501-07014.bib', 'timestamp': 'Mon, 03 Mar 2025 00:00:00 +0100', 'eprint': '2501.07014', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2501.07014', 'url': 'https://doi.org/10.48550/arXiv.2501.07014', 'year': '2025', 'volume': 'abs/2501.07014', 'journal': 'CoRR', 'title': 'AlgoRxplorers {\\(\\vert\\)} Precision in Mutation: Enhancing Drug Design\nwith Advanced Protein Stability Prediction Tools', 'author': 'Karishma Thakrar and\nJiangqin Ma and\nMax Diamond and\nAkash Patel', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2501-07014'}"
"MD-Syn: Synergistic drug combination prediction based on the multidimensional
feature fusion method and attention mechanisms","XinXin Ge and
Yi{-}Ting Lee and
Shan{-}Ju Yeh",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2501-07884.bib', 'timestamp': 'Thu, 20 Feb 2025 00:00:00 +0100', 'eprint': '2501.07884', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2501.07884', 'url': 'https://doi.org/10.48550/arXiv.2501.07884', 'year': '2025', 'volume': 'abs/2501.07884', 'journal': 'CoRR', 'title': 'MD-Syn: Synergistic drug combination prediction based on the multidimensional\nfeature fusion method and attention mechanisms', 'author': 'XinXin Ge and\nYi{-}Ting Lee and\nShan{-}Ju Yeh', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2501-07884'}"
"Leveraging Induced Transferable Binding Principles for Associative
Prediction of Novel Drug-Target Interactions","Xiaoqing Lian and
Jie Zhu and
Tianxu Lv and
Shiyun Nie and
Hang Fan and
Guosheng Wu and
Yunjun Ge and
Lihua Li and
Xiangxiang Zeng and
Xiang Pan",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2501-16391.bib', 'timestamp': 'Wed, 26 Feb 2025 00:00:00 +0100', 'eprint': '2501.16391', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2501.16391', 'url': 'https://doi.org/10.48550/arXiv.2501.16391', 'year': '2025', 'volume': 'abs/2501.16391', 'journal': 'CoRR', 'title': 'Leveraging Induced Transferable Binding Principles for Associative\nPrediction of Novel Drug-Target Interactions', 'author': 'Xiaoqing Lian and\nJie Zhu and\nTianxu Lv and\nShiyun Nie and\nHang Fan and\nGuosheng Wu and\nYunjun Ge and\nLihua Li and\nXiangxiang Zeng and\nXiang Pan', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2501-16391'}"
"Generalize Drug Response Prediction by Latent Independent Projection
for Asymmetric Constrained Domain Generalization","Ran Song and
Yinpu Bai and
Hui Liu",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-04034.bib', 'timestamp': 'Wed, 16 Apr 2025 01:00:00 +0200', 'eprint': '2502.04034', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.04034', 'url': 'https://doi.org/10.48550/arXiv.2502.04034', 'year': '2025', 'volume': 'abs/2502.04034', 'journal': 'CoRR', 'title': 'Generalize Drug Response Prediction by Latent Independent Projection\nfor Asymmetric Constrained Domain Generalization', 'author': 'Ran Song and\nYinpu Bai and\nHui Liu', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-04034'}"
LLMs for Drug-Drug Interaction Prediction: {A} Comprehensive Comparison,"Gabriele De Vito and
Filomena Ferrucci and
Athanasios Angelakis",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-06890.bib', 'timestamp': 'Wed, 12 Mar 2025 00:00:00 +0100', 'eprint': '2502.06890', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.06890', 'url': 'https://doi.org/10.48550/arXiv.2502.06890', 'year': '2025', 'volume': 'abs/2502.06890', 'journal': 'CoRR', 'title': 'LLMs for Drug-Drug Interaction Prediction: {A} Comprehensive Comparison', 'author': 'Gabriele De Vito and\nFilomena Ferrucci and\nAthanasios Angelakis', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-06890'}"
Graph Diffusion Network for Drug-Gene Prediction,"Jiayang Wu and
Wensheng Gan and
Philip S. Yu",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-09335.bib', 'timestamp': 'Wed, 12 Mar 2025 00:00:00 +0100', 'eprint': '2502.09335', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.09335', 'url': 'https://doi.org/10.48550/arXiv.2502.09335', 'year': '2025', 'volume': 'abs/2502.09335', 'journal': 'CoRR', 'title': 'Graph Diffusion Network for Drug-Gene Prediction', 'author': 'Jiayang Wu and\nWensheng Gan and\nPhilip S. Yu', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-09335'}"
"K-Paths: Reasoning over Graph Paths for Drug Repurposing and Drug
Interaction Prediction","Tassallah Abdullahi and
Ioanna Gemou and
Nihal V. Nayak and
Ghulam Murtaza and
Stephen H. Bach and
Carsten Eickhoff and
Ritambhara Singh",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-13344.bib', 'timestamp': 'Wed, 19 Mar 2025 00:00:00 +0100', 'eprint': '2502.13344', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.13344', 'url': 'https://doi.org/10.48550/arXiv.2502.13344', 'year': '2025', 'volume': 'abs/2502.13344', 'journal': 'CoRR', 'title': 'K-Paths: Reasoning over Graph Paths for Drug Repurposing and Drug\nInteraction Prediction', 'author': 'Tassallah Abdullahi and\nIoanna Gemou and\nNihal V. Nayak and\nGhulam Murtaza and\nStephen H. Bach and\nCarsten Eickhoff and\nRitambhara Singh', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-13344'}"
"Drug-Target Interaction/Affinity Prediction: Deep Learning Models
and Advances Review","Ali Vefghi and
Zahed Rahmati and
Mohammad Akbari",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-15346.bib', 'timestamp': 'Wed, 26 Mar 2025 00:00:00 +0100', 'eprint': '2502.15346', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.15346', 'url': 'https://doi.org/10.48550/arXiv.2502.15346', 'year': '2025', 'volume': 'abs/2502.15346', 'journal': 'CoRR', 'title': 'Drug-Target Interaction/Affinity Prediction: Deep Learning Models\nand Advances Review', 'author': 'Ali Vefghi and\nZahed Rahmati and\nMohammad Akbari', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-15346'}"
"MuCoS: Efficient Drug-Target Prediction through Multi-Context-Aware
Sampling","Haji Gul and
Abdul Gani Haji Naim and
Ajaz Ahmad Bhat",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2502-17784.bib', 'timestamp': 'Thu, 20 Mar 2025 00:00:00 +0100', 'eprint': '2502.17784', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2502.17784', 'url': 'https://doi.org/10.48550/arXiv.2502.17784', 'year': '2025', 'volume': 'abs/2502.17784', 'journal': 'CoRR', 'title': 'MuCoS: Efficient Drug-Target Prediction through Multi-Context-Aware\nSampling', 'author': 'Haji Gul and\nAbdul Gani Haji Naim and\nAjaz Ahmad Bhat', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2502-17784'}"
"Foundation-Model-Boosted Multimodal Learning for fMRI-based Neuropathic
Pain Drug Response Prediction","Wenrui Fan and
L. M. Riza Rizky and
Jiayang Zhang and
Chen Chen and
Haiping Lu and
Kevin Teh and
Dinesh Selvarajah and
Shuo Zhou",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2503-00210.bib', 'timestamp': 'Tue, 08 Apr 2025 01:00:00 +0200', 'eprint': '2503.00210', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2503.00210', 'url': 'https://doi.org/10.48550/arXiv.2503.00210', 'year': '2025', 'volume': 'abs/2503.00210', 'journal': 'CoRR', 'title': 'Foundation-Model-Boosted Multimodal Learning for fMRI-based Neuropathic\nPain Drug Response Prediction', 'author': 'Wenrui Fan and\nL. M. Riza Rizky and\nJiayang Zhang and\nChen Chen and\nHaiping Lu and\nKevin Teh and\nDinesh Selvarajah and\nShuo Zhou', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2503-00210'}"
"QCS-ADME:} Quantum Circuit Search for Drug Property Prediction with
Imbalanced Data and Regression Adaptation","Kangyu Zheng and
Tianfan Fu and
Zhiding Liang",2025,DBLP,"{'bibsource': 'dblp computer science bibliography, https://dblp.org', 'biburl': 'https://dblp.org/rec/journals/corr/abs-2503-01927.bib', 'timestamp': 'Mon, 21 Apr 2025 01:00:00 +0200', 'eprint': '2503.01927', 'eprinttype': 'arXiv', 'doi': '10.48550/ARXIV.2503.01927', 'url': 'https://doi.org/10.48550/arXiv.2503.01927', 'year': '2025', 'volume': 'abs/2503.01927', 'journal': 'CoRR', 'title': '{QCS-ADME:} Quantum Circuit Search for Drug Property Prediction with\nImbalanced Data and Regression Adaptation', 'author': 'Kangyu Zheng and\nTianfan Fu and\nZhiding Liang', 'ENTRYTYPE': 'article', 'ID': 'DBLP:journals/corr/abs-2503-01927'}"
